iter	RMSE
260	3.965530119
261	3.959303217
262	3.951699886
263	3.942754427
264	3.93221873
265	3.926440414
266	3.913225136
267	3.905836492
268	3.899382526
269	3.891833208
270	3.886673464
271	3.877111914
272	3.870165419
273	3.863596757
274	3.855179301
275	3.845476487
276	3.835374952
277	3.828975385
278	3.823974455
279	3.811516502
280	3.802189267
281	3.797258795
282	3.786944046
283	3.781426995
284	3.769993275
285	3.759336625
286	3.748555126
287	3.73910534
288	3.731888964
289	3.723553751
290	3.718975391
291	3.710955783
292	3.701029578
293	3.69278775
294	3.685028405
295	3.675926401
296	3.671836583
297	3.658233215
298	3.651798191
299	3.644442038
300	3.636313612
301	3.632532732
302	3.62395518
303	3.61828031
304	3.604344573
305	3.599685193
306	3.594368917
307	3.589588885
308	3.584093407
309	3.578221032
310	3.573078528
311	3.56876276
312	3.562702189
313	3.553115445
314	3.547627916
315	3.541104593
316	3.535720483
317	3.525830863
318	3.51449781
319	3.509410617
320	3.504750522
321	3.50082291
322	3.496695803
323	3.489847248
324	3.484991842
325	3.477261047
326	3.467356718
327	3.462915872
328	3.454650918
329	3.448516739
330	3.441964967
331	3.434623966
332	3.432472697
333	3.425361225
334	3.421858394
335	3.414481136
336	3.406312242
337	3.398775478
338	3.394170532
339	3.390086913
340	3.383395205
341	3.377652301
342	3.374479691
343	3.367062261
344	3.362751031
345	3.356281898
346	3.352205582
347	3.34599053
348	3.342284674
349	3.334297349
350	3.331377895
351	3.325436871
352	3.320978547
353	3.315632603
354	3.310695632
355	3.302236973
356	3.29661507
357	3.29038038
358	3.284847624
359	3.28213713
360	3.277917986
361	3.273942748
362	3.267815793
363	3.263664315
364	3.257732236
365	3.253826181
366	3.250213648
367	3.246337491
368	3.24282762
369	3.234998438
370	3.226861296
371	3.222552005
372	3.219492337
373	3.21631309
374	3.209757136
375	3.204336423
376	3.199714105
377	3.196675085
378	3.193010174
379	3.185618931
380	3.179371738
381	3.176431771
382	3.170056798
383	3.166160708
384	3.161685944
385	3.156384997
386	3.152961808
387	3.148722779
388	3.143306288
389	3.139203714
390	3.135292523
391	3.130362033
392	3.126759548
393	3.123063527
394	3.118586857
395	3.114349638
396	3.112435338
397	3.108810688
398	3.106165507
399	3.100283252
400	3.096794104
401	3.093401826
402	3.090856996
403	3.087361009
404	3.084114863
405	3.080930691
406	3.074530094
407	3.06859777
408	3.066176741
409	3.06345913
410	3.061348196
411	3.058614865
412	3.054543691
413	3.049597261
414	3.045899415
415	3.040509875
416	3.036145945
417	3.032480156
418	3.027789365
419	3.024932721
420	3.019744945
421	3.013681288
422	3.009181641
423	3.003462006
424	2.998342581
425	2.995154105
426	2.987611709
427	2.983966443
428	2.981789178
429	2.977826168
430	2.973003366
431	2.970130294
432	2.967550996
433	2.963035458
434	2.960093137
435	2.95567943
436	2.948952423
437	2.946170126
438	2.942255871
439	2.936934049
440	2.933534704
441	2.930192237
442	2.925699939
443	2.923468477
444	2.918612257
445	2.914339365
446	2.90994058
447	2.905638185
448	2.903386885
449	2.899343064
450	2.89675694
451	2.892360993
452	2.890149816
453	2.888071065
454	2.883839309
455	2.881535539
456	2.877148606
457	2.873414886
458	2.869119363
459	2.864417294
460	2.862086602
461	2.8590603
462	2.856366781
463	2.854601761
464	2.852208902
465	2.849090173
466	2.846454172
467	2.842701829
468	2.840502033
469	2.83742709
470	2.833920921
471	2.829551485
472	2.823959983
473	2.820417381
474	2.818375878
475	2.812932173
476	2.8081413
477	2.804205337
478	2.801338556
479	2.7977437
480	2.796252928
481	2.794228346
482	2.789436043
483	2.785381021
484	2.782140754
485	2.778152183
486	2.774455594
487	2.770433739
488	2.768190025
489	2.765287946
490	2.762431535
491	2.75940198
492	2.757409779
493	2.753492826
494	2.749670592
495	2.746397057
496	2.74360798
497	2.739483192
498	2.737254872
499	2.734082309
500	2.73176873
501	2.727206854
502	2.723887693
503	2.720722142
504	2.716399901
505	2.712295842
506	2.70796134
507	2.70567492
508	2.703023449
509	2.698872438
510	2.6959521
511	2.693783537
512	2.690861521
513	2.687124407
514	2.684491921
515	2.68201557
516	2.680325233
517	2.677252426
518	2.674234223
519	2.671387725
520	2.66853508
521	2.665801822
522	2.663989753
523	2.659826591
524	2.658818809
525	2.657501043
526	2.656000504
527	2.652747223
528	2.650114467
529	2.647521486
530	2.644312112
531	2.640587569
532	2.639210645
533	2.635243391
534	2.63356072
535	2.629601621
536	2.626650075
537	2.624730525
538	2.621902115
539	2.619362973
540	2.616484698
541	2.61242173
542	2.609136485
543	2.605171828
544	2.603722155
545	2.601374267
546	2.599774825
547	2.597645219
548	2.594582367
549	2.592073646
550	2.589117876
551	2.585141771
552	2.582257597
553	2.580066634
554	2.578072764
555	2.575620311
556	2.573719066
557	2.57208932
558	2.569830305
559	2.567477793
560	2.566040175
561	2.564769194
562	2.562277074
563	2.559028061
564	2.556366498
565	2.553663812
566	2.551473522
567	2.54852911
568	2.547330273
569	2.544032444
570	2.541094381
571	2.539251525
572	2.53587741
573	2.533118647
574	2.531893563
575	2.529958068
576	2.527421551
577	2.526612096
578	2.524479194
579	2.519961435
580	2.518556656
581	2.517020109
582	2.515269638
583	2.513759042
584	2.510788587
585	2.509156975
586	2.506517549
587	2.505413434
588	2.50339238
589	2.502086868
590	2.49761045
591	2.492782324
592	2.491524685
593	2.489953367
594	2.487238174
595	2.484059318
596	2.481413893
597	2.478528987
598	2.476349438
599	2.474094514
600	2.472589941
601	2.471471907
602	2.467443473
603	2.465968909
604	2.463176693
605	2.461523224
606	2.459035557
607	2.45708898
608	2.453468726
609	2.450276809
610	2.447810704
611	2.44564623
612	2.444082372
613	2.443262671
614	2.440982237
615	2.439586634
616	2.437669511
617	2.434366059
618	2.433126571
619	2.431958491
620	2.430470584
621	2.427701001
622	2.426531772
623	2.422972865
624	2.420505864
625	2.419248508
626	2.417242534
627	2.414651172
628	2.411302493
629	2.408622636
630	2.407346336
631	2.406102076
632	2.403694627
633	2.400221616
634	2.398788095
635	2.395317478
636	2.393634346
637	2.391268238
638	2.388411125
639	2.385119767
640	2.383453316
641	2.382044296
642	2.380192649
643	2.377954135
644	2.376920707
645	2.375579316
646	2.37281664
647	2.37064968
648	2.368035077
649	2.363420616
650	2.361209308
651	2.358230261
652	2.356872682
653	2.35528683
654	2.352707963
655	2.350525511
656	2.349063086
657	2.346203921
658	2.345166436
659	2.343334093
660	2.342709386
661	2.339158465
662	2.337563827
663	2.335904387
664	2.334355499
665	2.332427986
666	2.329430027
667	2.325836986
668	2.324324795
669	2.322680468
670	2.322079213
671	2.320727731
672	2.319334903
673	2.316891512
674	2.313874514
675	2.31141099
676	2.308599954
677	2.306320225
678	2.302217303
679	2.299815147
680	2.297503252
681	2.29442574
682	2.291868137
683	2.289658862
684	2.286864899
685	2.285710961
686	2.284445362
687	2.282910238
688	2.280329562
689	2.278814003
690	2.276919287
691	2.27492063
692	2.273215611
693	2.272533764
694	2.270169482
695	2.266362637
696	2.264243607
697	2.261525722
698	2.259263731
699	2.25749004
700	2.255774911
701	2.254535556
702	2.252033378
703	2.249665024
704	2.247389936
705	2.246336242
706	2.244247893
707	2.239703966
708	2.236990769
709	2.23504591
710	2.23264786
711	2.23072714
712	2.229056998
713	2.227886587
714	2.226471319
715	2.224398517
716	2.220686416
717	2.219267741
718	2.217294335
719	2.215890007
720	2.215367477
721	2.213276738
722	2.21192852
723	2.210629473
724	2.208639682
725	2.206842228
726	2.205769898
727	2.204820606
728	2.202711038
729	2.201014397
730	2.199224131
731	2.196482026
732	2.19515003
733	2.192301354
734	2.191032067
735	2.188776117
736	2.186363189
737	2.185784151
738	2.184155188
739	2.182504191
740	2.181621472
741	2.181070354
742	2.177576482
743	2.175923226
744	2.175499853
745	2.174180405
746	2.171767744
747	2.17062227
748	2.169514757
749	2.165713653
750	2.164195245
751	2.160923468
752	2.158794355
753	2.158056356
754	2.155525131
755	2.153320404
756	2.151903811
757	2.150969572
758	2.147429739
759	2.145514058
760	2.143721564
761	2.142035891
762	2.141631266
763	2.139688406
764	2.136756208
765	2.135704772
766	2.134467169
767	2.133203512
768	2.130943346
769	2.130528635
770	2.128126776
771	2.125548103
772	2.123087318
773	2.120721648
774	2.117374988
775	2.115642509
776	2.113954403
777	2.112519963
778	2.110339939
779	2.108424694
780	2.10625501
781	2.104937888
782	2.103260362
783	2.100239949
784	2.09910602
785	2.097544712
786	2.09510695
787	2.093740756
788	2.091424773
789	2.089670322
790	2.088560209
791	2.087584985
792	2.086543293
793	2.083835348
794	2.082063578
795	2.080728833
796	2.080328302
797	2.078893346
798	2.077711099
799	2.076376787
800	2.074757078
801	2.07326293
802	2.070084028
803	2.069120614
804	2.067739545
805	2.0666345
806	2.065310539
807	2.063755445
808	2.061300297
809	2.059328474
810	2.057487256
811	2.056117508
812	2.054429564
813	2.051617258
814	2.049712788
815	2.048262205
816	2.046846621
817	2.045639449
818	2.044449662
819	2.04405925
820	2.04238754
821	2.041256778
822	2.04035755
823	2.038179655
824	2.035385757
825	2.033232909
826	2.032113785
827	2.030299065
828	2.028142027
829	2.026068373
830	2.025385641
831	2.023693893
832	2.022067561
833	2.020935485
834	2.0188183
835	2.017541099
836	2.014848876
837	2.013286894
838	2.01155689
839	2.010690104
840	2.009560455
841	2.007628478
842	2.005706011
843	2.003583444
844	2.002586597
845	2.001754689
846	1.999566377
847	1.998809812
848	1.996991544
849	1.994497269
850	1.992660631
851	1.992247124
852	1.990261614
853	1.989463467
854	1.988655164
855	1.987605816
856	1.985973981
857	1.983283714
858	1.980873808
859	1.980037554
860	1.978144252
861	1.976000156
862	1.974271174
863	1.972919044
864	1.970617824
865	1.969569075
866	1.968517555
867	1.967585165
868	1.966812558
869	1.965520729
870	1.964758151
871	1.964030408
872	1.962907851
873	1.961407085
874	1.959749611
875	1.958043126
876	1.957066279
877	1.956348411
878	1.954619764
879	1.954096434
880	1.952666712
881	1.950927232
882	1.949684019
883	1.948857254
884	1.946907229
885	1.945581433
886	1.943696075
887	1.942581807
888	1.941226213
889	1.940421583
890	1.939568376
891	1.939204711
892	1.937049195
893	1.936263179
894	1.934576948
895	1.931898313
896	1.930992624
897	1.929332658
898	1.927856734
899	1.926272885
900	1.924269621
901	1.922766952
902	1.920779637
903	1.918452586
904	1.916657478
905	1.915305836
906	1.9133949
907	1.911726167
908	1.909450211
909	1.908600217
910	1.907010781
911	1.905594604
912	1.904343296
913	1.902632057
914	1.900778253
915	1.899367216
916	1.897398454
917	1.896122639
918	1.894178466
919	1.892623325
920	1.890961639
921	1.88932445
922	1.887634908
923	1.885885108
924	1.88460162
925	1.883370676
926	1.88191332
927	1.880438061
928	1.878602637
929	1.877211185
930	1.874261806
931	1.873479616
932	1.872347873
933	1.870792841
934	1.868485826
935	1.866759133
936	1.865339784
937	1.863765116
938	1.861727247
939	1.860514389
940	1.858689109
941	1.856502996
942	1.855190401
943	1.853175669
944	1.851851931
945	1.850279032
946	1.848790075
947	1.847219972
948	1.845330901
949	1.843621557
950	1.84316252
951	1.8417464
952	1.839700354
953	1.838121448
954	1.837690061
955	1.836152706
956	1.835143073
957	1.833358681
958	1.832030307
959	1.831100877
960	1.829222641
961	1.828557469
962	1.827113622
963	1.825966993
964	1.824720428
965	1.82363631
966	1.821993545
967	1.821055561
968	1.8187982
969	1.816913847
970	1.815917152
971	1.815565782
972	1.814845685
973	1.812838164
974	1.811030454
975	1.809780711
976	1.808705546
977	1.807433054
978	1.806293991
979	1.8055721
980	1.804337639
981	1.802823767
982	1.801805688
983	1.801025992
984	1.799995439
985	1.799035793
986	1.797647087
987	1.796200503
988	1.795021866
989	1.793398117
990	1.792317197
991	1.791191109
992	1.790129927
993	1.789113288
994	1.787643261
995	1.786650773
996	1.785179118
997	1.783405436
998	1.782916903
999	1.782528305
